,Unnamed: 0,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
891,1,2015-10-31,Worlds 2015,SK Telecom T1,KOO Tigers,Loss,SK Telecom T1,KOO Tigers,Blue,37:50,Lulu,Kassadin,4,6,6,1.67,245,12.7,,-14,Ignite,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", ""Rabadon's Deathcap"", 'Lich Bane', ""Sorcerer's Shoes - Homeguard"", 'EmptyIcon', 'Sweeping Lens']",Doran's Ring,Athene's Unholy Grail,Rabadon's Deathcap,Lich Bane,Sorcerer's Shoes - Homeguard,EmptyIcon
892,2,2015-10-31,Worlds 2015,SK Telecom T1,KOO Tigers,Win,KOO Tigers,SK Telecom T1,Red,38:15,Lulu,Viktor,7,0,7,14.0,334,15.8,,19,Ignite,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Lich Bane', 'Void Staff', 'Sweeping Lens']",Doran's Ring,Athene's Unholy Grail,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Lich Bane,Void Staff
893,3,2015-10-31,Worlds 2015,SK Telecom T1,KOO Tigers,Win,SK Telecom T1,KOO Tigers,Blue,42:41,Kassadin,Lulu,3,1,12,15.0,351,16.1,,20,Ignite,Flash,"[""Zhonya's Hourglass"", 'Lich Bane', 'Rod of Ages', 'Ionian Boots of Lucidity - Homeguard', ""Rabadon's Deathcap"", 'Blasting Wand', 'Sweeping Lens']",Zhonya's Hourglass,Lich Bane,Rod of Ages,Ionian Boots of Lucidity - Homeguard,Rabadon's Deathcap,Blasting Wand
894,4,2015-10-24,Worlds 2015,SK Telecom T1,Origen,Win,SK Telecom T1,Origen,Blue,25:58,Ryze,Lulu,6,1,7,13.0,228,11.7,,41,Ghost,Flash,"[""Seraph's Embrace"", ""Sorcerer's Shoes"", ""Doran's Ring"", 'Rod of Ages', 'Blasting Wand', 'Amplifying Tome', 'Sweeping Lens']",Seraph's Embrace,Sorcerer's Shoes,Doran's Ring,Rod of Ages,Blasting Wand,Amplifying Tome
895,5,2015-10-16,Worlds 2015,SK Telecom T1,Ahq eSports Club,Win,SK Telecom T1,Ahq eSports Club,Blue,43:30,Kassadin,Fizz,3,3,7,3.33,292,14.2,,11,Teleport,Flash,"[""Zhonya's Hourglass"", 'Rod of Ages', 'Needlessly Large Rod', ""Sorcerer's Shoes - Homeguard"", ""Doran's Ring"", 'Void Staff', 'Greater Stealth Totem']",Zhonya's Hourglass,Rod of Ages,Needlessly Large Rod,Sorcerer's Shoes - Homeguard,Doran's Ring,Void Staff
896,6,2015-10-16,Worlds 2015,SK Telecom T1,Ahq eSports Club,Win,Ahq eSports Club,SK Telecom T1,Red,27:27,Ryze,Twisted Fate,7,0,3,10.0,218,11.5,,28,Teleport,Flash,"[""Seraph's Embrace"", 'Rod of Ages', 'Void Staff', ""Mercury's Treads - Distortion"", 'EmptyIcon', 'EmptyIcon', 'Sweeping Lens']",Seraph's Embrace,Rod of Ages,Void Staff,Mercury's Treads - Distortion,EmptyIcon,EmptyIcon
897,7,2015-10-16,Worlds 2015,SK Telecom T1,Ahq eSports Club,Win,SK Telecom T1,Ahq eSports Club,Blue,34:14,Lulu,Diana,1,0,6,7.0,330,13.5,,56,Ignite,Flash,"[""Doran's Ring"", ""Sorcerer's Shoes"", ""Athene's Unholy Grail"", ""Rabadon's Deathcap"", 'Lich Bane', 'EmptyIcon', 'Sweeping Lens']",Doran's Ring,Sorcerer's Shoes,Athene's Unholy Grail,Rabadon's Deathcap,Lich Bane,EmptyIcon
898,8,2015-10-09,Worlds 2015,SK Telecom T1,EDward Gaming,Win,SK Telecom T1,EDward Gaming,Blue,23:38,Ryze,Twisted Fate,2,1,5,7.0,224,9.6,,31,Teleport,Flash,"[""Seraph's Embrace"", 'Rod of Ages', ""Doran's Ring"", ""Mercury's Treads - Distortion"", 'Amplifying Tome', 'EmptyIcon', 'Sweeping Lens']",Seraph's Embrace,Rod of Ages,Doran's Ring,Mercury's Treads - Distortion,Amplifying Tome,EmptyIcon
899,9,2015-10-03,Worlds 2015,SK Telecom T1,EDward Gaming,Win,EDward Gaming,SK Telecom T1,Red,35:09,Ryze,Ekko,4,2,9,6.5,315,14.7,,54,Teleport,Flash,"[""Seraph's Embrace"", 'Rod of Ages', ""Doran's Ring"", ""Mercury's Treads - Distortion"", 'Void Staff', 'Blasting Wand', 'Greater Stealth Totem']",Seraph's Embrace,Rod of Ages,Doran's Ring,Mercury's Treads - Distortion,Void Staff,Blasting Wand
900,10,2015-10-02,Worlds 2015,SK Telecom T1,Bangkok Titans,Win,Bangkok Titans,SK Telecom T1,Red,28:03,Olaf,Irelia,8,2,8,8.0,240,12.9,,81,Teleport,Ghost,"['Crystalline Flask', 'Righteous Glory', ""Randuin's Omen"", 'The Black Cleaver', ""Mercury's Treads - Distortion"", 'Chain Vest', 'Sweeping Lens']",Crystalline Flask,Righteous Glory,Randuin's Omen,The Black Cleaver,Mercury's Treads - Distortion,Chain Vest
901,11,2015-10-01,Worlds 2015,SK Telecom T1,H2k-Gaming,Win,SK Telecom T1,H2k-Gaming,Blue,31:12,Azir,LeBlanc,1,2,3,2.0,258,11.4,,15,Barrier,Flash,"[""Doran's Ring"", ""Doran's Ring"", ""Nashor's Tooth"", ""Sorcerer's Shoes"", 'Abyssal Scepter', 'Blasting Wand', 'Sweeping Lens']",Doran's Ring,Doran's Ring,Nashor's Tooth,Sorcerer's Shoes,Abyssal Scepter,Blasting Wand
902,0,2015-08-29,Champions 2015 Summer Playoffs,SK Telecom T1,KT Rolster,Win,SK Telecom T1,KT Rolster,Blue,40:53,Riven,Cassiopeia,7,3,4,3.67,355,16.9,,31,Ignite,Flash,"['Ravenous Hydra', 'Mercurial Scimitar', ""Randuin's Omen"", 'Ionian Boots of Lucidity', 'Last Whisper', 'The Brutalizer', 'Greater Stealth Totem']",Ravenous Hydra,Mercurial Scimitar,Randuin's Omen,Ionian Boots of Lucidity,Last Whisper,The Brutalizer
903,1,2015-08-29,Champions 2015 Summer Playoffs,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,30:28,Diana,Viktor,10,1,5,15.0,304,14.7,,41,Teleport,Flash,"[""Zhonya's Hourglass"", 'Abyssal Scepter', ""Doran's Ring"", ""Nashor's Tooth"", ""Mercury's Treads - Homeguard"", 'Needlessly Large Rod', 'Sweeping Lens']",Zhonya's Hourglass,Abyssal Scepter,Doran's Ring,Nashor's Tooth,Mercury's Treads - Homeguard,Needlessly Large Rod
904,2,2015-08-29,Champions 2015 Summer Playoffs,SK Telecom T1,KT Rolster,Win,SK Telecom T1,KT Rolster,Blue,31:33,Azir,LeBlanc,3,1,5,8.0,338,13.8,,109,Barrier,Flash,"[""Doran's Ring"", ""Nashor's Tooth"", 'Abyssal Scepter', ""Sorcerer's Shoes"", ""Rylai's Crystal Scepter"", 'Needlessly Large Rod', 'Sweeping Lens']",Doran's Ring,Nashor's Tooth,Abyssal Scepter,Sorcerer's Shoes,Rylai's Crystal Scepter,Needlessly Large Rod
905,0,2015-08-12,Champions 2015 Summer,SK Telecom T1,NaJin e-mFire,Loss,NaJin e-mFire,SK Telecom T1,Red,39:36,Viktor,Azir,2,5,2,0.8,324,13.2,,16,Cleanse,Flash,"['The Hex Core mk-2', ""Doran's Ring"", 'Ionian Boots of Lucidity - Homeguard', ""Rabadon's Deathcap"", 'Void Staff', 'Aether Wisp', 'Sweeping Lens']",The Hex Core mk-2,Doran's Ring,Ionian Boots of Lucidity - Homeguard,Rabadon's Deathcap,Void Staff,Aether Wisp
906,1,2015-08-06,Champions 2015 Summer,SK Telecom T1,Samsung Galaxy,Win,SK Telecom T1,Samsung Galaxy,Blue,39:25,Ahri,Yasuo,13,5,8,4.2,318,16.9,,-92,Ignite,Flash,"[""Rabadon's Deathcap"", ""Luden's Echo"", ""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", 'Blasting Wand', 'Sweeping Lens']",Rabadon's Deathcap,Luden's Echo,Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Blasting Wand
907,2,2015-07-24,Champions 2015 Summer,SK Telecom T1,CJ Entus,Loss,CJ Entus,SK Telecom T1,Red,42:49,Twisted Fate,Azir,4,4,9,3.25,417,19.1,,77,Ghost,Flash,"[""Rabadon's Deathcap"", 'Lich Bane', ""Luden's Echo"", ""Zhonya's Hourglass"", 'Void Staff', 'Ionian Boots of Lucidity - Homeguard', 'Sweeping Lens']",Rabadon's Deathcap,Lich Bane,Luden's Echo,Zhonya's Hourglass,Void Staff,Ionian Boots of Lucidity - Homeguard
908,3,2015-07-24,Champions 2015 Summer,SK Telecom T1,CJ Entus,Loss,CJ Entus,SK Telecom T1,Red,33:26,Viktor,Azir,4,5,2,1.2,323,13.1,,34,Heal,Flash,"[""Rabadon's Deathcap"", 'Morellonomicon', 'The Hex Core mk-2', ""Sorcerer's Shoes - Homeguard"", 'Blasting Wand', ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Morellonomicon,The Hex Core mk-2,Sorcerer's Shoes - Homeguard,Blasting Wand,Doran's Ring
909,4,2015-07-24,Champions 2015 Summer,SK Telecom T1,CJ Entus,Win,SK Telecom T1,CJ Entus,Blue,31:07,Azir,Ezreal,4,2,5,4.5,302,13.4,,41,Heal,Flash,"[""Luden's Echo"", ""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", 'Blasting Wand', ""Doran's Ring"", 'Sweeping Lens']",Luden's Echo,Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Blasting Wand,Doran's Ring
910,5,2015-07-22,Champions 2015 Summer,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,31:21,Viktor,Azir,7,0,2,9.0,292,13.7,,-5,Heal,Flash,"[""Rabadon's Deathcap"", 'Void Staff', 'The Hex Core mk-2', 'Ionian Boots of Lucidity - Homeguard', ""Giant's Belt"", ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Void Staff,The Hex Core mk-2,Ionian Boots of Lucidity - Homeguard,Giant's Belt,Doran's Ring
911,6,2015-07-22,Champions 2015 Summer,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,29:05,Ezreal,Lulu,7,0,8,15.0,271,14.2,,63,Smite,Flash,"[""Rabadon's Deathcap"", ""Luden's Echo"", ""Ranger's Trailblazer - Runeglaive"", 'Quicksilver Sash', ""Sorcerer's Shoes"", ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Luden's Echo,Ranger's Trailblazer - Runeglaive,Quicksilver Sash,Sorcerer's Shoes,Doran's Ring
912,7,2015-07-22,Champions 2015 Summer,SK Telecom T1,KT Rolster,Loss,SK Telecom T1,KT Rolster,Blue,43:51,Orianna,Lulu,1,2,3,2.0,441,16.7,,-16,Cleanse,Flash,"[""Rabadon's Deathcap"", ""Seraph's Embrace"", ""Athene's Unholy Grail"", 'Void Staff', 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Sweeping Lens']",Rabadon's Deathcap,Seraph's Embrace,Athene's Unholy Grail,Void Staff,Needlessly Large Rod,Sorcerer's Shoes
913,8,2015-07-16,Champions 2015 Summer,SK Telecom T1,KOO Tigers,Win,SK Telecom T1,KOO Tigers,Blue,32:49,Azir,Kassadin,4,2,14,9.0,269,13.2,,56,Cleanse,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", ""Nashor's Tooth"", ""Sorcerer's Shoes - Homeguard"", 'Vision Ward', 'EmptyIcon', 'Sweeping Lens']",Rabadon's Deathcap,Zhonya's Hourglass,Nashor's Tooth,Sorcerer's Shoes - Homeguard,Vision Ward,EmptyIcon
914,9,2015-07-16,Champions 2015 Summer,SK Telecom T1,KOO Tigers,Win,KOO Tigers,SK Telecom T1,Red,38:13,Viktor,Cassiopeia,3,1,12,15.0,270,13.1,,31,Heal,Flash,"[""Rabadon's Deathcap"", ""Luden's Echo"", 'The Hex Core mk-2', 'Ionian Boots of Lucidity', 'Blasting Wand', ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Luden's Echo,The Hex Core mk-2,Ionian Boots of Lucidity,Blasting Wand,Doran's Ring
915,10,2015-07-08,Champions 2015 Summer,SK Telecom T1,Rebels Anarchy,Win,SK Telecom T1,Rebels Anarchy,Blue,34:20,Ryze,Ezreal,8,1,5,13.0,285,14.2,,11,Ghost,Flash,"[""Rabadon's Deathcap"", 'Rod of Ages', ""Seraph's Embrace"", ""Sorcerer's Shoes - Distortion"", 'Negatron Cloak', ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Rod of Ages,Seraph's Embrace,Sorcerer's Shoes - Distortion,Negatron Cloak,Doran's Ring
916,11,2015-07-08,Champions 2015 Summer,SK Telecom T1,Rebels Anarchy,Win,Rebels Anarchy,SK Telecom T1,Red,21:51,Irelia,Yasuo,4,1,2,6.0,176,8.3,,12,Ignite,Flash,"['Trinity Force (0.9.25.21 - 10.22)', 'Bilgewater Cutlass', 'Ninja Tabi', 'Dagger', 'Crystalline Flask', 'EmptyIcon', 'Greater Stealth Totem']",Trinity Force (0.9.25.21 - 10.22),Bilgewater Cutlass,Ninja Tabi,Dagger,Crystalline Flask,EmptyIcon
917,12,2015-07-04,Champions 2015 Summer,SK Telecom T1,SBENU Sonicboom,Win,SBENU Sonicboom,SK Telecom T1,Red,44:18,Azir,Vel'Koz,8,5,4,2.4,426,19.9,,61,Heal,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", ""Luden's Echo"", 'Morellonomicon', 'Void Staff', ""Sorcerer's Shoes - Homeguard"", 'Sweeping Lens']",Rabadon's Deathcap,Zhonya's Hourglass,Luden's Echo,Morellonomicon,Void Staff,Sorcerer's Shoes - Homeguard
918,13,2015-07-04,Champions 2015 Summer,SK Telecom T1,SBENU Sonicboom,Win,SK Telecom T1,SBENU Sonicboom,Blue,35:18,Viktor,Azir,4,2,5,4.5,316,14.7,,-11,Heal,Flash,"[""Rabadon's Deathcap"", 'Lich Bane', 'The Hex Core mk-2', 'Ionian Boots of Lucidity - Homeguard', 'Blasting Wand', ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Lich Bane,The Hex Core mk-2,Ionian Boots of Lucidity - Homeguard,Blasting Wand,Doran's Ring
919,14,2015-06-27,Champions 2015 Summer,SK Telecom T1,Jin Air Green Wings,Win,Jin Air Green Wings,SK Telecom T1,Red,34:16,Ryze,Azir,7,2,4,5.5,246,13.1,,1,Ghost,Flash,"[""Seraph's Embrace"", 'Rod of Ages', ""Doran's Ring"", ""Sorcerer's Shoes - Distortion"", 'Abyssal Scepter', 'EmptyIcon', 'Greater Stealth Totem']",Seraph's Embrace,Rod of Ages,Doran's Ring,Sorcerer's Shoes - Distortion,Abyssal Scepter,EmptyIcon
920,15,2015-06-27,Champions 2015 Summer,SK Telecom T1,Jin Air Green Wings,Win,SK Telecom T1,Jin Air Green Wings,Blue,33:12,Viktor,Cassiopeia,3,0,1,4.0,371,14.7,,84,Cleanse,Flash,"['The Hex Core mk-2', 'Needlessly Large Rod', ""Rabadon's Deathcap"", ""Sorcerer's Shoes - Homeguard"", 'Morellonomicon', 'Void Staff', 'Greater Stealth Totem']",The Hex Core mk-2,Needlessly Large Rod,Rabadon's Deathcap,Sorcerer's Shoes - Homeguard,Morellonomicon,Void Staff
921,16,2015-06-24,Champions 2015 Summer,SK Telecom T1,KT Rolster,Win,SK Telecom T1,KT Rolster,Blue,33:26,Master Yi,Fizz,7,2,4,5.5,287,14.1,,36,Ignite,Flash,"['Blade of the Ruined King', ""Randuin's Omen"", 'Last Whisper', 'Hexdrinker', 'Ninja Tabi', ""Doran's Blade"", 'Greater Stealth Totem']",Blade of the Ruined King,Randuin's Omen,Last Whisper,Hexdrinker,Ninja Tabi,Doran's Blade
922,17,2015-06-24,Champions 2015 Summer,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,39:33,Orianna,Viktor,8,3,9,5.67,317,16.8,,-26,Ignite,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", ""Athene's Unholy Grail"", 'Void Staff', 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Sweeping Lens']",Rabadon's Deathcap,Zhonya's Hourglass,Athene's Unholy Grail,Void Staff,Needlessly Large Rod,Sorcerer's Shoes
923,18,2015-06-12,Champions 2015 Summer,SK Telecom T1,CJ Entus,Win,SK Telecom T1,CJ Entus,Blue,27:42,Master Yi,Urgot,7,3,5,4.0,251,12.6,,103,Ignite,Flash,"['Blade of the Ruined King', ""Youmuu's Ghostblade"", 'Ninja Tabi', 'The Black Cleaver', 'Vision Ward', 'EmptyIcon', 'Greater Stealth Totem']",Blade of the Ruined King,Youmuu's Ghostblade,Ninja Tabi,The Black Cleaver,Vision Ward,EmptyIcon
924,19,2015-06-12,Champions 2015 Summer,SK Telecom T1,CJ Entus,Win,CJ Entus,SK Telecom T1,Red,38:52,Viktor,Azir,13,1,6,19.0,395,19.5,,62,Heal,Flash,"['Perfect Hex Core', 'Void Staff', 'Morellonomicon', ""Sorcerer's Shoes"", 'Lich Bane', ""Rabadon's Deathcap"", 'Sweeping Lens']",Perfect Hex Core,Void Staff,Morellonomicon,Sorcerer's Shoes,Lich Bane,Rabadon's Deathcap
925,20,2015-06-10,Champions 2015 Summer,SK Telecom T1,Anarchy,Win,SK Telecom T1,Anarchy,Blue,30:41,Ahri,Viktor,4,1,5,9.0,280,12.1,,45,Ignite,Flash,"[""Rabadon's Deathcap"", ""Luden's Echo"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Doran's Ring"", ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Luden's Echo,Morellonomicon,Sorcerer's Shoes - Homeguard,Doran's Ring,Doran's Ring
926,21,2015-06-10,Champions 2015 Summer,SK Telecom T1,Anarchy,Loss,Anarchy,SK Telecom T1,Red,38:08,Orianna,Viktor,3,4,3,1.5,294,12.5,,2,Heal,Flash,"[""Rabadon's Deathcap"", ""Luden's Echo"", ""Athene's Unholy Grail"", ""Sorcerer's Shoes"", ""Doran's Ring"", 'EmptyIcon', 'Sweeping Lens']",Rabadon's Deathcap,Luden's Echo,Athene's Unholy Grail,Sorcerer's Shoes,Doran's Ring,EmptyIcon
927,22,2015-06-10,Champions 2015 Summer,SK Telecom T1,Anarchy,Win,SK Telecom T1,Anarchy,Blue,40:26,Viktor,Ahri,10,1,2,12.0,353,17.4,,10,Barrier,Flash,"[""Rabadon's Deathcap"", 'Perfect Hex Core', 'Lich Bane', 'Morellonomicon', 'Void Staff', ""Sorcerer's Shoes"", 'Sweeping Lens']",Rabadon's Deathcap,Perfect Hex Core,Lich Bane,Morellonomicon,Void Staff,Sorcerer's Shoes
928,23,2015-06-07,Champions 2015 Summer,SK Telecom T1,Samsung Galaxy,Win,SK Telecom T1,Samsung Galaxy,Blue,24:56,Viktor,Cassiopeia,9,1,4,13.0,235,12.7,,73,Ghost,Flash,"['Perfect Hex Core', ""Doran's Ring"", ""Sorcerer's Shoes - Homeguard"", ""Luden's Echo"", 'Morellonomicon', 'EmptyIcon', 'Sweeping Lens']",Perfect Hex Core,Doran's Ring,Sorcerer's Shoes - Homeguard,Luden's Echo,Morellonomicon,EmptyIcon
929,24,2015-06-03,Champions 2015 Summer,SK Telecom T1,KOO Tigers,Win,KOO Tigers,SK Telecom T1,Red,33:12,Kog'Maw,Azir,5,3,10,5.0,309,14.4,,35,Heal,Flash,"[""Luden's Echo"", ""Seraph's Embrace"", 'Morellonomicon', 'Void Staff', ""Sorcerer's Shoes"", ""Doran's Ring"", 'Sweeping Lens']",Luden's Echo,Seraph's Embrace,Morellonomicon,Void Staff,Sorcerer's Shoes,Doran's Ring
930,25,2015-06-03,Champions 2015 Summer,SK Telecom T1,KOO Tigers,Win,SK Telecom T1,KOO Tigers,Blue,34:34,Irelia,Azir,4,1,6,10.0,290,13.4,,-16,Ignite,Flash,"['Trinity Force (0.9.25.21 - 10.22)', 'Blade of the Ruined King', 'Frozen Heart', ""Mercury's Treads"", 'Ruby Crystal', 'Vision Ward', 'Sweeping Lens']",Trinity Force (0.9.25.21 - 10.22),Blade of the Ruined King,Frozen Heart,Mercury's Treads,Ruby Crystal,Vision Ward
931,26,2015-05-29,Champions 2015 Summer,SK Telecom T1,NaJin e-mFire,Win,SK Telecom T1,NaJin e-mFire,Blue,29:54,Varus,Lulu,5,1,5,10.0,276,13.1,,46,Heal,Flash,"[""Youmuu's Ghostblade"", 'Last Whisper', 'Muramana', 'B. F. Sword', 'Ionian Boots of Lucidity', ""Doran's Blade"", 'Sweeping Lens']",Youmuu's Ghostblade,Last Whisper,Muramana,B. F. Sword,Ionian Boots of Lucidity,Doran's Blade
932,27,2015-05-29,Champions 2015 Summer,SK Telecom T1,NaJin e-mFire,Win,NaJin e-mFire,SK Telecom T1,Red,35:16,Cassiopeia,Ahri,4,0,5,9.0,312,14.3,,60,Cleanse,Flash,"[""Rabadon's Deathcap"", ""Luden's Echo"", ""Seraph's Embrace"", 'Void Staff', ""Mercury's Treads"", ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Luden's Echo,Seraph's Embrace,Void Staff,Mercury's Treads,Doran's Ring
933,28,2015-05-23,Champions 2015 Summer,SK Telecom T1,SBENU Sonicboom,Win,SBENU Sonicboom,SK Telecom T1,Red,24:55,Ezreal,Lulu,4,2,8,6.0,228,11.1,,70,Heal,Flash,"['Trinity Force', 'Manamune', 'Ionian Boots of Lucidity', 'Vampiric Scepter', ""Doran's Blade"", 'Vision Ward', 'Greater Stealth Totem']",Trinity Force,Manamune,Ionian Boots of Lucidity,Vampiric Scepter,Doran's Blade,Vision Ward
934,0,2015-05-12,MSI 2015,SK Telecom T1,EDward Gaming,Loss,SK Telecom T1,EDward Gaming,Blue,37:38,LeBlanc,Morgana,4,2,3,3.5,296,13.0,,55,Cleanse,Flash,"[""Doran's Ring"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Mejai's Soulstealer"", 'Void Staff', ""Rabadon's Deathcap"", 'Sweeping Lens']",Doran's Ring,Morellonomicon,Sorcerer's Shoes - Homeguard,Mejai's Soulstealer,Void Staff,Rabadon's Deathcap
935,1,2015-05-12,MSI 2015,SK Telecom T1,EDward Gaming,Win,EDward Gaming,SK Telecom T1,Red,36:45,Kassadin,Azir,6,0,12,18.0,275,15.0,,-25,Ignite,Flash,"[""Zhonya's Hourglass"", 'Rod of Ages', ""Rabadon's Deathcap"", ""Sorcerer's Shoes"", 'Amplifying Tome', 'Blasting Wand', 'Sweeping Lens']",Zhonya's Hourglass,Rod of Ages,Rabadon's Deathcap,Sorcerer's Shoes,Amplifying Tome,Blasting Wand
936,2,2015-05-10,MSI 2015,SK Telecom T1,Fnatic,Win,SK Telecom T1,Fnatic,Blue,37:48,Cassiopeia,Ahri,5,2,5,5.0,356,16.0,,87,Cleanse,Flash,"[""Seraph's Embrace"", 'Negatron Cloak', 'Abyssal Scepter', ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Void Staff', 'Sweeping Lens']",Seraph's Embrace,Negatron Cloak,Abyssal Scepter,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Void Staff
937,3,2015-05-09,MSI 2015,SK Telecom T1,Fnatic,Loss,Fnatic,SK Telecom T1,Red,36:18,Azir,Cassiopeia,5,3,2,2.33,302,13.0,,4,Cleanse,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Doran's Ring"", ""Sorcerer's Shoes - Homeguard"", 'Void Staff', 'Blasting Wand', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Doran's Ring,Sorcerer's Shoes - Homeguard,Void Staff,Blasting Wand
938,4,2015-05-09,MSI 2015,SK Telecom T1,Fnatic,Win,SK Telecom T1,Fnatic,Blue,36:29,Azir,Zed,5,2,5,5.0,320,15.0,,28,Barrier,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Rabadon's Deathcap"", ""Sorcerer's Shoes"", 'Blasting Wand', ""Doran's Ring"", 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Rabadon's Deathcap,Sorcerer's Shoes,Blasting Wand,Doran's Ring
939,5,2015-05-09,MSI 2015,SK Telecom T1,Fnatic,Loss,Fnatic,SK Telecom T1,Red,38:10,Ahri,LeBlanc,2,4,4,1.5,314,13.0,,-15,Ignite,Flash,"['Crystalline Flask', ""Luden's Echo"", 'Morellonomicon', 'Abyssal Scepter', ""Sorcerer's Shoes - Homeguard"", 'Void Staff', 'Sweeping Lens']",Crystalline Flask,Luden's Echo,Morellonomicon,Abyssal Scepter,Sorcerer's Shoes - Homeguard,Void Staff
940,6,2015-05-09,MSI 2015,SK Telecom T1,Fnatic,Win,SK Telecom T1,Fnatic,Blue,32:35,Ezreal,LeBlanc,2,1,14,16.0,303,14.0,,62,Barrier,Flash,"['Muramana', ""Doran's Blade"", 'Ionian Boots of Lucidity', 'Trinity Force (0.9.25.21 - 10.22)', 'The Bloodthirster', 'Long Sword', 'Sweeping Lens']",Muramana,Doran's Blade,Ionian Boots of Lucidity,Trinity Force (0.9.25.21 - 10.22),The Bloodthirster,Long Sword
941,7,2015-05-09,MSI 2015,SK Telecom T1,TSM,Win,SK Telecom T1,TSM,Blue,30:57,Cassiopeia,Ziggs,6,1,4,10.0,314,14.0,,79,Ghost,Flash,"[""Seraph's Embrace"", 'Needlessly Large Rod', ""Sorcerer's Shoes - Distortion"", 'Void Staff', 'Abyssal Scepter', 'Blasting Wand', 'Sweeping Lens']",Seraph's Embrace,Needlessly Large Rod,Sorcerer's Shoes - Distortion,Void Staff,Abyssal Scepter,Blasting Wand
942,8,2015-05-08,MSI 2015,SK Telecom T1,Fnatic,Win,SK Telecom T1,Fnatic,Blue,44:05,Lulu,Cassiopeia,4,4,11,3.75,337,16.0,,40,Ignite,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", 'Void Staff', 'Lich Bane', 'Greater Stealth Totem']",Doran's Ring,Athene's Unholy Grail,Sorcerer's Shoes,Rabadon's Deathcap,Void Staff,Lich Bane
943,9,2015-05-07,MSI 2015,SK Telecom T1,Beşiktaş Esports,Win,Beşiktaş Esports,SK Telecom T1,Red,26:22,Azir,Lulu,5,1,8,13.0,231,12.0,,84,Cleanse,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", 'EmptyIcon', 'Vision Ward', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes,Rabadon's Deathcap,EmptyIcon,Vision Ward
944,0,2015-04-24,Champions 2015 Spring Playoffs,SK Telecom T1,CJ Entus,Win,SK Telecom T1,CJ Entus,Blue,33:24,LeBlanc,Azir,15,1,10,25.0,275,16.2,,82,Ignite,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Rabadon's Deathcap"", 'Void Staff', 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Rabadon's Deathcap,Void Staff,Needlessly Large Rod,Sorcerer's Shoes
